0                    11577
1                    3365
2                    1270
3                    598
4                    373
5                    225
6                    168
7                    120
8                    95
9                    78
10                    67
11                    45
12                    46
13                    33
14                    43
15                    34
16                    26
17                    25
18                    25
19                    20
20                    12
21                    16
22                    8
23                    19
24                    12
25                    12
26                    7
27                    10
28                    7
29                    12
30                    11
31                    10
32                    8
33                    11
34                    4
35                    6
36                    2
37                    1
38                    2
39                    3
40                    8
41                    5
42                    7
43                    3
44                    2
45                    3
46                    4
47                    3
48                    3
49                    3
50                    3
52                    2
53                    2
54                    5
55                    2
56                    3
57                    3
58                    4
59                    2
60                    8
62                    2
63                    1
64                    1
65                    2
67                    4
68                    2
70                    2
71                    2
72                    2
73                    1
74                    4
75                    1
76                    2
77                    1
78                    2
80                    1
81                    3
83                    1
84                    2
85                    1
86                    1
87                    1
88                    3
90                    2
91                    1
92                    2
95                    1
96                    1
98                    1
99                    3
101                    1
104                    1
106                    1
109                    1
114                    1
115                    1
119                    1
123                    2
124                    1
125                    2
126                    1
127                    1
128                    1
129                    3
135                    1
139                    1
140                    1
141                    1
144                    2
145                    1
146                    2
148                    2
157                    1
163                    1
165                    1
168                    1
172                    1
174                    1
176                    2
182                    1
193                    1
204                    1
216                    1
217                    1
222                    2
226                    1
247                    1
250                    1
251                    1
256                    1
268                    1
274                    1
276                    1
283                    1
284                    1
291                    1
303                    1
319                    1
327                    1
328                    1
330                    1
339                    1
367                    1
369                    1
444                    1
465                    1
504                    1
523                    1
544                    1
566                    1
571                    1
608                    1
707                    1
727                    1
732                    1
785                    1
823                    1
862                    1
897                    1
939                    1
962                    1
968                    1
983                    1
990                    1
1009                    1
1027                    1
1047                    1
1052                    1
1310                    1
1332                    1
1623                    1
1689                    1
2008                    1
2238                    1
2352                    1
2488                    1
9025                    1
