16,0,0,3.53e-07,8.4882e-05
32,0,0,4.47e-07,8.2445e-05
64,0,0,9.7e-07,8.5687e-05
128,0,0,1.612e-06,8.2161e-05
256,0,0,2.495e-06,7.4692e-05
512,0,0,5.638e-06,9.6202e-05
1024,0,0,2.1636e-05,9.4042e-05
2048,0,0,3.9416e-05,0.000127387
4096,0,0,6.9271e-05,0.000149095
8192,0,0,0.000165586,0.000244197
16384,0,0,0.00032388,0.000398212
32768,0,0,0.000806118,0.000888209
65536,0,0,0.001474293,0.001548048
131072,0,0,0.00316639,0.003249457
262144,0,0,0.006001484,0.006077784
524288,0,0,0.010059215,0.010140403
1048576,0,0,0.017492973,0.017566726
2097152,0,0,0.031994549,0.032071138
4194304,0,0,0.055888482,0.055962462
8388608,0,0,0.099248369,0.09931145
16777216,0,0,0.193233,0.193288508
33554432,0,0,0.381620105,0.381673942
67108864,0,0,0.622957438,0.623014539
134217728,0,0,1.19498386,1.195044733
268435456,0,0,2.646284771,2.64632586
16,0,1,2.84e-07,6.6707e-05
32,0,1,2.5e-07,3.7837e-05
64,0,1,8.21e-07,6.7226e-05
128,0,1,7.66e-07,3.6717e-05
256,0,1,2.501e-06,7.2025e-05
512,0,1,2.42e-06,4.2125e-05
1024,0,1,1.2938e-05,8.2831e-05
2048,0,1,2.1045e-05,6.0705e-05
4096,0,1,7.0845e-05,0.000143327
8192,0,1,8.0784e-05,0.00012189
16384,0,1,0.000332461,0.000406793
32768,0,1,0.000453588,0.000492533
65536,0,1,0.001374583,0.001447347
131072,0,1,0.001606549,0.00164489
262144,0,1,0.005211722,0.005284351
524288,0,1,0.005323511,0.005363135
1048576,0,1,0.01508105,0.015149698
2097152,0,1,0.019262901,0.019302872
4194304,0,1,0.047583174,0.047652172
8388608,0,1,0.093561853,0.093614822
16777216,0,1,0.151354736,0.151406546
33554432,0,1,0.297763232,0.297816101
67108864,0,1,0.6500663,0.650123422
134217728,0,1,1.243270359,1.243315426
268435456,0,1,2.380102199,2.380148426
16,0,2,1.8e-07,4.2297e-05
32,0,2,2.64e-07,3.8415e-05
64,0,2,4.3e-07,3.714e-05
128,0,2,6.89e-07,3.7585e-05
256,0,2,1.33e-06,3.9499e-05
512,0,2,2.585e-06,4.4136e-05
1024,0,2,7.742e-06,4.9611e-05
2048,0,2,1.7713e-05,6.0538e-05
4096,0,2,3.5323e-05,7.2539e-05
8192,0,2,8.634e-05,0.000144545
16384,0,2,0.000180828,0.000222048
32768,0,2,0.000432142,0.000471942
65536,0,2,0.000805699,0.000843137
131072,0,2,0.001693714,0.00174635
262144,0,2,0.003297987,0.003338466
524288,0,2,0.00540685,0.005448095
1048576,0,2,0.010449956,0.010491689
2097152,0,2,0.019155441,0.019200269
4194304,0,2,0.038085301,0.038126617
8388608,0,2,0.075236432,0.075281111
16777216,0,2,0.14923285,0.149273707
33554432,0,2,0.295963446,0.296002472
67108864,0,2,0.595926574,0.595967115
134217728,0,2,1.223284458,1.223329269
268435456,0,2,2.380304654,2.380390954
16,0,3,3.86e-07,0.000119442
32,0,3,2.55e-07,3.8854e-05
64,0,3,1.045e-06,8.1812e-05
128,0,3,7.96e-07,3.7518e-05
256,0,3,2.955e-06,8.6726e-05
512,0,3,2.462e-06,4.5294e-05
1024,0,3,1.6435e-05,9.7821e-05
2048,0,3,1.7432e-05,5.6044e-05
4096,0,3,8.4132e-05,0.00016405
8192,0,3,8.5763e-05,0.000124326
16384,0,3,0.000169035,0.000206432
32768,0,3,0.000719761,0.000795902
65536,0,3,0.000775396,0.000812678
131072,0,3,0.002871639,0.002951568
262144,0,3,0.003144001,0.003182763
524288,0,3,0.008808045,0.008893387
1048576,0,3,0.010288178,0.010329258
2097152,0,3,0.027482397,0.027555832
4194304,0,3,0.038276126,0.038318493
8388608,0,3,0.075481925,0.075537146
16777216,0,3,0.149628061,0.149667591
33554432,0,3,0.390541995,0.390619482
67108864,0,3,0.59932027,0.599364178
134217728,0,3,1.261261457,1.261317806
268435456,0,3,2.38102708,2.38107119
16,0,4,1.99e-07,3.9774e-05
32,0,4,2.42e-07,3.8218e-05
64,0,4,4.23e-07,3.7004e-05
128,0,4,7.2e-07,3.7217e-05
256,0,4,1.279e-06,3.9409e-05
512,0,4,2.632e-06,4.3574e-05
1024,0,4,6.981e-06,4.4359e-05
2048,0,4,1.9383e-05,5.9559e-05
4096,0,4,4.5203e-05,8.447e-05
8192,0,4,7.9728e-05,0.000117685
16384,0,4,0.000189192,0.000230151
32768,0,4,0.000444303,0.000481703
65536,0,4,0.000795254,0.000833465
131072,0,4,0.001559946,0.001598505
262144,0,4,0.00319965,0.003239754
524288,0,4,0.005650002,0.005688009
1048576,0,4,0.010326355,0.010372674
2097152,0,4,0.018865789,0.018905526
4194304,0,4,0.038152735,0.038195548
8388608,0,4,0.074786634,0.074825713
16777216,0,4,0.148982877,0.1490255
33554432,0,4,0.297108426,0.297148553
67108864,0,4,0.594852905,0.59489439
134217728,0,4,1.190601534,1.190644812
268435456,0,4,2.645134118,2.645182116
