           1   1.00000000       939.549988    
           2   2.00000000       927.049988    
           3   3.00000000       931.650024    
           4   4.00000000       927.799988    
           5   5.00000000       928.799988    
           6   6.00000000       946.700012    
           7   7.00000000       956.599976    
           8   8.00000000       980.349976    
           9   9.00000000       980.700012    
          10   10.0000000       989.299988    
          11   11.0000000       1041.80005    
          12   12.0000000       1009.40002    
          13   13.0000000       1001.75000    
          14   14.0000000       977.000000    
          15   15.0000000       960.500000    
          16   16.0000000       987.099976    
          17   17.0000000       985.900024    
          18   18.0000000       1009.15002    
          19   19.0000000       1021.79999    
          20   20.0000000       1017.20001    
          21   21.0000000       1000.00000    
          22   22.0000000       972.650024    
          23   23.0000000       948.200012    
          24   24.0000000       958.299988    
          25   25.0000000       962.500000    
          26   26.0000000       967.750000    
          27   27.0000000       978.799988    
          28   28.0000000       981.450012    
          29   29.0000000       992.750000    
          30   30.0000000       1001.00000    
          31   31.0000000       1002.15002    
          32   32.0000000       1009.45001    
          33   33.0000000       1020.09998    
          34   34.0000000       1000.75000    
          35   35.0000000       1011.84998    
          36   36.0000000       1003.09998    
          37   37.0000000       991.549988    
          38   38.0000000       964.750000    
          39   39.0000000       966.099976    
          40   40.0000000       968.849976    
          41   41.0000000       992.750000    
          42   42.0000000       998.650024    
          43   43.0000000       1102.94995    
          44   44.0000000       1107.69995    
          45   45.0000000       1117.30005    
          46   46.0000000       1132.90002    
          47   47.0000000       1127.25000    
          48   48.0000000       1078.69995    
          49   49.0000000       1052.00000    
          50   50.0000000       1074.19995    
          51   51.0000000       1066.50000    
          52   52.0000000       1070.09998    
          53   53.0000000       1072.59998    
          54   54.0000000       1064.34998    
          55   55.0000000       1052.05005    
          56   56.0000000       1054.80005    
          57   57.0000000       1061.40002    
          58   58.0000000       1058.34998    
          59   59.0000000       1059.19995    
          60   60.0000000       1057.80005    
          61   61.0000000       968.299988    
          62   62.0000000       970.150024    
          63   63.0000000       1002.20001    
          64   64.0000000       1010.65002    
          65   65.0000000       1001.00000    
          66   66.0000000       990.900024    
          67   67.0000000       1030.30005    
          68   68.0000000       1008.34998    
          69   69.0000000       1013.40002    
          70   70.0000000       1003.25000    
          71   71.0000000       1014.90002    
          72   72.0000000       1035.19995    
          73   73.0000000       1060.59998    
          74   74.0000000       1059.80005    
          75   75.0000000       1071.05005    
          76   76.0000000       1067.19995    
          77   77.0000000       1069.40002    
          78   78.0000000       1065.40002    
          79   79.0000000       1057.44995    
          80   80.0000000       1079.84998    
          81   81.0000000       1069.00000    
          82   82.0000000       1045.50000    
          83   83.0000000       1048.40002    
          84   84.0000000       1044.40002    
          85   85.0000000       1054.05005    
          86   86.0000000       1053.34998    
          87   87.0000000       1040.50000    
          88   88.0000000       1031.05005    
          89   89.0000000       1041.65002    
          90   90.0000000       1045.00000    
          91   91.0000000       1048.40002    
          92   92.0000000       1050.80005    
          93   93.0000000       1050.84998    
          94   94.0000000       1042.00000    
          95   95.0000000       1037.19995    
          96   96.0000000       1033.69995    
          97   97.0000000       1026.90002    
          98   98.0000000       1025.69995    
          99   99.0000000       1027.00000    
         100   100.000000       1038.19995    
         101   101.000000       1050.90002    
         102   102.000000       1064.94995    
         103   103.000000       1073.75000    
         104   104.000000       1085.75000    
         105   105.000000       1086.59998    
         106   106.000000       1082.75000    
         107   107.000000       1074.65002    
         108   108.000000       1081.09998    
         109   109.000000       1104.59998    
         110   110.000000       1120.69995    
         111   111.000000       1136.30005    
         112   112.000000       1129.69995    
         113   113.000000       1138.80005    
         114   114.000000       1159.80005    
         115   115.000000       1159.80005    
         116   116.000000       1158.34998    
         117   117.000000       1153.69995    
         118   118.000000       1155.30005    
         119   119.000000       1161.90002    
         120   120.000000       1168.19995    
         121   121.000000       1169.65002    
         122   122.000000       1192.40002    
         123   123.000000       1200.44995    
         124   124.000000       1222.94995    
         125   125.000000       1214.90002    
         126   126.000000       1216.09998    
         127   127.000000       1209.69995    
         128   128.000000       1198.25000    
         129   129.000000       1236.55005    
