4,0,0,5.2e-07,3.7774e-05
8,0,0,2.712e-06,3.9099e-05
16,0,0,1.8671e-05,5.9146e-05
32,0,0,0.000153415,0.00020562
64,0,0,0.001276675,0.001378306
128,0,0,0.010228616,0.010518243
256,0,0,0.079066546,0.08017243
512,0,0,0.629043928,0.633898948
1024,0,0,5.061157373,5.084847913
2048,0,0,40.643450691,40.767505579
4,0,1,5.25e-07,3.6578e-05
8,0,1,2.77e-06,3.9228e-05
16,0,1,1.9398e-05,5.9703e-05
32,0,1,0.000153582,0.000204877
64,0,1,0.001254849,0.001353166
128,0,1,0.010055959,0.010353908
256,0,1,0.078608151,0.0797474
512,0,1,0.629389201,0.634264446
1024,0,1,5.030232707,5.053969548
2048,0,1,40.59627256,40.720220435
4,0,2,5.17e-07,3.8602e-05
8,0,2,2.542e-06,4.0015e-05
16,0,2,1.8724e-05,5.9138e-05
32,0,2,0.000155097,0.000206994
64,0,2,0.001225795,0.001337671
128,0,2,0.010046379,0.010325063
256,0,2,0.07881603,0.079970215
512,0,2,0.629489839,0.634369549
1024,0,2,5.525111191,5.549107882
2048,0,2,40.65802174,40.781662154
4,0,3,5e-07,4.7114e-05
8,0,3,2.556e-06,3.9989e-05
16,0,3,1.8867e-05,5.929e-05
32,0,3,0.000154563,0.000206911
64,0,3,0.001271891,0.001370521
128,0,3,0.010054547,0.010332042
256,0,3,0.079776471,0.080956725
512,0,3,0.631205809,0.636279739
1024,0,3,5.031976685,5.05610898
2048,0,3,40.743599217,40.866622415
4,0,4,5.09e-07,5.2376e-05
8,0,4,2.564e-06,4.1065e-05
16,0,4,1.8882e-05,6.0029e-05
32,0,4,0.000157562,0.0002098
64,0,4,0.001226954,0.001338968
128,0,4,0.010073808,0.010422856
256,0,4,0.079468726,0.080784948
512,0,4,0.631141071,0.636536807
1024,0,4,5.119347779,5.14449797
2048,0,4,40.560694268,40.685017999
