16,0,0,2.19e-07,3.1133e-05
32,0,0,2.95e-07,3.0734e-05
64,0,0,4.67e-07,3.097e-05
128,0,0,8.17e-07,3.0754e-05
256,0,0,1.53e-06,3.3278e-05
512,0,0,3.029e-06,3.6038e-05
1024,0,0,9.109e-06,4.271e-05
2048,0,0,2.0767e-05,6.0599e-05
4096,0,0,4.6263e-05,8.0457e-05
8192,0,0,9.4355e-05,0.000127343
16384,0,0,0.000193261,0.000231287
32768,0,0,0.000395929,0.00043623
65536,0,0,0.00079739,0.000848891
131072,0,0,0.001614698,0.001655983
262144,0,0,0.003256026,0.00329998
524288,0,0,0.006398785,0.006440207
1048576,0,0,0.012099712,0.012139726
2097152,0,0,0.02271001,0.022746258
4194304,0,0,0.042203007,0.04223771
8388608,0,0,0.075703164,0.075737879
16777216,0,0,0.150470544,0.15050534
33554432,0,0,0.304826082,0.304861298
67108864,0,0,0.614433477,0.614469524
134217728,0,0,1.233399537,1.233435761
268435456,0,0,2.474182359,2.474218844
16,0,1,2.08e-07,2.9837e-05
32,0,1,2.15e-07,2.1513e-05
64,0,1,3.19e-07,2.1607e-05
128,0,1,6.32e-07,2.4312e-05
256,0,1,1.247e-06,2.6492e-05
512,0,1,2.347e-06,2.8666e-05
1024,0,1,7.062e-06,3.1755e-05
2048,0,1,1.6226e-05,4.2343e-05
4096,0,1,3.5974e-05,6.1834e-05
8192,0,1,7.425e-05,0.00010015
16384,0,1,0.00015673,0.000186336
32768,0,1,0.000317332,0.000350407
65536,0,1,0.00063342,0.000665842
131072,0,1,0.001308377,0.001341299
262144,0,1,0.002466985,0.002500333
524288,0,1,0.004957626,0.004991388
1048576,0,1,0.009643212,0.009676983
2097152,0,1,0.019484568,0.01951887
4194304,0,1,0.038468001,0.03850251
8388608,0,1,0.076212285,0.076246796
16777216,0,1,0.152391598,0.152426565
33554432,0,1,0.299853405,0.299885798
67108864,0,1,0.593489365,0.593525036
134217728,0,1,1.1859329299999999,1.185967518
268435456,0,1,2.371016986,2.371053307
16,0,2,1.46e-07,2.348e-05
32,0,2,2.32e-07,2.3492e-05
64,0,2,3.78e-07,2.4003e-05
128,0,2,7.17e-07,2.4205e-05
256,0,2,1.242e-06,2.5996e-05
512,0,2,2.419e-06,2.9105e-05
1024,0,2,6.987e-06,3.3099e-05
2048,0,2,1.6216e-05,4.2268e-05
4096,0,2,3.5908e-05,6.1873e-05
8192,0,2,8.022e-05,0.000106591
16384,0,2,0.000154973,0.000184983
32768,0,2,0.000312995,0.000345116
65536,0,2,0.000635584,0.000669111
131072,0,2,0.00122503,0.001257973
262144,0,2,0.002406053,0.002438761
524288,0,2,0.005104399,0.005138195
1048576,0,2,0.009814466,0.009849194
2097152,0,2,0.019249818,0.019285279
4194304,0,2,0.038085845,0.038122513
8388608,0,2,0.076217705,0.076253405
16777216,0,2,0.152204624,0.15223985
33554432,0,2,0.299979159,0.300010918
67108864,0,2,0.59414681,0.594182286
134217728,0,2,1.200535937,1.200570906
268435456,0,2,2.369967709,2.370001787
16,0,3,1.46e-07,2.3964e-05
32,0,3,2.42e-07,2.3691e-05
64,0,3,3.5e-07,2.394e-05
128,0,3,6.69e-07,2.4094e-05
256,0,3,1.232e-06,2.6764e-05
512,0,3,2.362e-06,2.8441e-05
1024,0,3,6.931e-06,3.2701e-05
2048,0,3,1.6403e-05,4.1972e-05
4096,0,3,3.6086e-05,6.1946e-05
8192,0,3,7.5364e-05,0.000101777
16384,0,3,0.00015602,0.00018593
32768,0,3,0.000326451,0.000359488
65536,0,3,0.000641628,0.000673589
131072,0,3,0.001268409,0.001307938
262144,0,3,0.002721603,0.002755007
524288,0,3,0.004946749,0.004980807
1048576,0,3,0.009778254,0.009813124
2097152,0,3,0.019391497,0.019425094
4194304,0,3,0.038331008,0.038365242
8388608,0,3,0.076227376,0.076262596
16777216,0,3,0.150933973,0.150967982
33554432,0,3,0.300024119,0.300058438
67108864,0,3,0.593222954,0.593261272
134217728,0,3,1.185703371,1.1857384770000001
268435456,0,3,2.3705763859999998,2.370612094
16,0,4,1.83e-07,2.4267e-05
32,0,4,2.62e-07,2.3524e-05
64,0,4,3.88e-07,3.6544e-05
128,0,4,6.99e-07,2.3969e-05
256,0,4,1.251e-06,2.5831e-05
512,0,4,2.352e-06,2.8631e-05
1024,0,4,6.99e-06,3.2818e-05
2048,0,4,1.6458e-05,4.3026e-05
4096,0,4,3.6159e-05,6.1805e-05
8192,0,4,7.2207e-05,0.000106533
16384,0,4,0.000158839,0.000189312
32768,0,4,0.000332695,0.000366452
65536,0,4,0.000679985,0.000712261
131072,0,4,0.001275245,0.001308921
262144,0,4,0.002495226,0.002529041
524288,0,4,0.004993768,0.005026257
1048576,0,4,0.009535346,0.00956825
2097152,0,4,0.019186595,0.019221112
4194304,0,4,0.038563441,0.038597401
8388608,0,4,0.076812654,0.076846901
16777216,0,4,0.151027783,0.151061811
33554432,0,4,0.301984258,0.302018071
67108864,0,4,0.593894484,0.59392873
134217728,0,4,1.189720227,1.189755005
268435456,0,4,2.373026623,2.373061551
